X6042308046_R06C02	X6042308046_R03C02	X6042308061_R05C02	X6042308061_R06C02	X6042308062_R04C02	X6042308062_R06C02	X6042308061_R04C02	X6042308046_R06C01	X6042308046_R04C02	X6042308061_R03C01	X6042308062_R05C01	X6042308062_R03C02	X6042308062_R01C01	X6042308062_R03C01	X6042308061_R01C01	X6042308046_R01C01	X6042308046_R04C01	X6042308061_R01C02	X6042308062_R04C01	X6042308061_R05C01	X6042308046_R02C01	X6042308046_R05C01	X6929671168_R04C01	X5900833028_R01C02	X5900833028_R01C01	X5900833028_R04C01	X6929671131_R04C02	X6929671127_R02C02	X6929671137_R01C01	X7990908013_R05C01	X6929671127_R05C02	X6929671133_R03C02	X6929671127_R06C02	X6929671133_R04C02	X6929671168_R03C01	X6929671168_R03C02	X6929671131_R03C02	X7990908013_R03C02	X7990908013_R05C02	X7990908013_R04C01	X7990908013_R01C02	X6929671168_R06C01	X6929671168_R04C02	X6929671131_R06C02	X7990908013_R04C02	X7990908013_R06C02	X7990908013_R06C01	X7990908013_R02C02	X7990895055_R06C01	X6929671168_R01C01	X6929671168_R02C01	X7990895143_R06C02	X5900833028_R03C02	X5900833028_R03C01	X5900833028_R06C01	X6929671127_R04C02	X6929671137_R03C01	X5900833028_R02C02	X5900833028_R02C01	X5900833028_R05C01	X6929671127_R03C02	X6929671137_R02C01
cg11138362	0.797576027130706	0.744189244945675	0.653212656268015	0.849263607257204	0.839760896417858	0.826740613636413	0.840167490286318	0.870060309853516	0.776802101702235	0.878051969160536	0.834088067787193	0.815613748961443	0.855003622896707	0.843484552947839	0.823835408264656	0.822196708763873	0.784367708689643	0.796699209942195	0.826324460244516	0.869470406271037	0.779978358527068	0.853513289239255	0.503662998635811	0.354427609018168	0.457354268977515	0.411296930870083	0.549886693880385	0.443772595772566	0.449864007252947	0.442303659431687	0.554199127245469	0.500536033353186	0.629543361681382	0.577985611510791	0.560321329278179	0.538917784469386	0.60375201898786	0.475555989075302	0.543985058351314	0.521302058401149	0.493586943573045	0.522470966839233	0.510327903510719	0.571755216107212	0.462551668825961	0.514112673920461	0.521500271921981	0.488760436737315	0.542349806295556	0.647418738049713	0.639499866580261	0.572105178472255	0.567048446330052	0.634156515130261	0.637881535104552	0.622784965356552	0.636082820658636	0.505048279659177	0.584085811455457	0.558362259735846	0.576721454155927	0.597614940373509
cg11158057	0.0252277242568505	0.027847714961471	0.0375010726851455	0.0292016641808619	0.0162862407488487	0.0305014647596071	0.0341814244837986	0.0461326475485961	0.0440027413153684	0.0349589359132362	0.0118277084296502	0.0391761543327008	0.0568086820958133	0.0281214354654734	0.0209176069831808	0.0320143080706461	0.0450651632742715	0.0235321097331203	0.0204960257959542	0.0317742553086626	0.0307581172534408	0.0236721901777081	0.0807201621557172	0.0292009257487635	0.0307168593360305	0.0623654849961656	0.0847018511554051	0.0353140584044975	0.0411470570516296	0.0167675835651263	0.0493680884676145	0.0436400541271989	0.0397402447674258	0.20897552130553	0.184141725523862	0.0735407768964816	0.277023156861141	0.197005491480983	0.147142070917525	0.279621886929649	0.191075804952252	0.0820028197995656	0.0380287474332649	0.171509375484271	0.0720961281708945	0.0860322389825495	0.231196898483594	0.141727981283839	0.311710625470987	0.508984572524401	0.503137971110742	0.428263687126332	0.332896661644942	0.445173807135377	0.356138792251679	0.388402231955361	0.41496723845984	0.127307596797031	0.257929085393503	0.17811208511601	0.126782504493709	0.25356350412769
cg12736206	0.922576084530099	0.91795975944762	0.934221146085553	0.923845556849049	0.916412692721406	0.88795001065114	0.912713912151203	0.932254691541467	0.906266648907832	0.899017353125653	0.921507967912515	0.923558155030725	0.903975819576843	0.905859526581296	0.877259185700099	0.882799735040848	0.902808019681588	0.891636750432123	0.885979701808324	0.895645520774425	0.86519017814155	0.872004826754008	0.715495890017589	0.707142009728319	0.726447610294118	0.751546735198934	0.747501972127268	0.71278471447591	0.682048422324458	0.78027022024801	0.718364220264577	0.736562511528387	0.779374837648281	0.669824241040858	0.691888536349841	0.688372093023256	0.687504585809671	0.713012745798398	0.627227484347407	0.684120238605794	0.632023766839113	0.644919515511843	0.656066791491452	0.66125463655886	0.690671356984037	0.63724648212988	0.677410580715354	0.63671605789111	0.68200052707095	0.508308688917054	0.536035305188695	0.523498815056477	0.593409350057013	0.68743337060246	0.608789073447806	0.610737850622157	0.599061675300557	0.472747186167362	0.523668707404413	0.518309962828015	0.472955086914321	0.51612042809989
cg13066703	0.612906057945566	0.600651601275475	0.569148936170213	0.630412063302478	0.73236454624194	0.513761467889908	0.458648263774784	0.473952111359269	0.43874154407817	0.319186387639351	0.568370534013865	0.406955177743431	0.508262910798122	0.603925140775091	0.441405525681439	0.42111949186185	0.508481744278934	0.322927328556807	0.480994808025127	0.481741296794073	0.459283828606241	0.51407340689034	0.0753677547910684	0.0821010950937326	0.0940582959641256	0.0809538079541076	0.0941025191419721	0.082447805975747	0.0881528662420382	0.0693074585488084	0.0529628246839831	0.0595695171611402	0.0774166212698989	0.085275107272826	0.0859189923152482	0.0786417571320374	0.103231939163498	0.0848676829670692	0.0877836739302247	0.0749830424862798	0.0808759124087591	0.0758307976851023	0.0838564202571759	0.0755730435325714	0.0711448799861855	0.0728889915675176	0.0756466876971609	0.0669336384439359	0.0725321647283555	0.0753315281538568	0.0893109200564609	0.070863610057231	0.0665170373393185	0.121269587783212	0.112449964923864	0.103134590092065	0.0857795172863666	0.13963152097727	0.085717381881231	0.116639004149378	0.0930287190932049	0.0676233963905197
cg14515812	0.1610280364561	0.194557876550966	0.227452125175152	0.119719658381525	0.0909612821838939	0.134273601826186	0.130304457671391	0.256956547281023	0.247798338503227	0.168594035301278	0.125122996057213	0.19860132653826	0.201726121979287	0.158235776923409	0.112154629180805	0.188626100952296	0.227724086201425	0.159937156323645	0.207950364434746	0.121727585777704	0.243844190068352	0.250208969284979	0.255772727272727	0.29870212534418	0.280751187461131	0.374079980791295	0.337435948960113	0.317116932383247	0.252122795558459	0.177730621396541	0.29187976671153	0.222931567713551	0.306757239899893	0.32935819555669	0.333221462432353	0.189929204369638	0.437552310982982	0.269990926663774	0.291110766072991	0.311728644026781	0.270752964709244	0.256021409455843	0.211873856996298	0.412980903316792	0.32282300283739	0.246934267651763	0.277596115478492	0.28380209590201	0.273172518226429	0.481435484561689	0.501634048307727	0.425234513141727	0.381203694306303	0.495406360424028	0.436055998420238	0.46653646432697	0.401728097998469	0.345035987033679	0.429503125494033	0.369547286310183	0.310575443340189	0.337967401725791
cg16023415	0.0573791199650007	0.060256304937156	0.0543861299262869	0.0488928572528812	0.0526583791948217	0.0686480374737522	0.0489949290430849	0.0655401945724526	0.0506205017745455	0.0480740219249723	0.0546834431795486	0.0513468711147949	0.0582246630884214	0.0557975797579758	0.0460396304011109	0.0519843922458688	0.0604313026458355	0.0356770976050858	0.0558141369517198	0.0567336720418231	0.0421793359177482	0.0669976851075251	0.0659159571546278	0.0334992887624467	0.0360530217422444	0.0364991460473914	0.065431199344322	0.0694904321651258	0.0583937123910107	0.0344252836720303	0.0446175385572692	0.0388222579703484	0.0486407460091671	0.104988447860789	0.111950002097227	0.0564880189705631	0.134259259259259	0.100341719540406	0.0841078346749102	0.12827876699215	0.107760049240093	0.068147341397954	0.0613098349637816	0.114992909630012	0.0692862491624956	0.0715842114663333	0.0943367366448702	0.0776993925142073	0.152252318563227	0.31489544954304	0.366332797703354	0.285006605019815	0.144770622394732	0.24983380413554	0.178374344128822	0.259806154418958	0.270007970368981	0.10365737933333	0.132494771996629	0.107121602856576	0.0943824865757951	0.140276191465061
cg20165545	0.515953392137646	0.45782912961073	0.465092569937199	0.545197066364558	0.498618415188519	0.451636258326093	0.557870304037596	0.552272898416125	0.518786635404455	0.523734674630619	0.489130434782609	0.525080117040546	0.50481779610611	0.526429341963323	0.51063462617024	0.437425014997001	0.535267167439135	0.440451177706513	0.50795041536864	0.52417646517054	0.469647531284736	0.510505039002448	0.648139214334941	0.711081623406046	0.754090055726078	0.718916093055677	0.621983726150393	0.703726863431716	0.761198086540552	0.581916285153695	0.705273069679849	0.725278841351756	0.661265747519417	0.618511147839579	0.542392748300383	0.528331887828852	0.567765863097638	0.529560100868591	0.554807058651241	0.504023992103865	0.458376592732421	0.571480777664084	0.544643428205948	0.561474809607499	0.532568560673956	0.60320920591809	0.510801519811833	0.508740126893694	0.489597504728407	0.4293808174828	0.457599620117922	0.46904631155043	0.477597577862792	0.494817592173595	0.482981902706293	0.510793684888841	0.595527156549521	0.511164830783033	0.561292635919502	0.52131645180503	0.544183159278464	0.56725620639299
cg21140898	0.0643996960486322	0.079468802698145	0.113197650020982	0.104799581995969	0.0532946637692678	0.130426148774773	0.10272860200256	0.133515853813829	0.159080549586508	0.0958919278042299	0.0957813525935653	0.101399459857599	0.127357032457496	0.13335837716003	0.100886607559496	0.118070430982778	0.142111879321182	0.0856619331195602	0.115795594969834	0.0864480793427577	0.147748842153215	0.128029602220167	0.310412256177378	0.493924665856622	0.554241977545637	0.538068395340098	0.467225993892858	0.339048043434924	0.405537159676233	0.366519930048845	0.345223890232043	0.364651633363815	0.193830545996263	0.228892636312535	0.201193993106844	0.249805147390616	0.29252809179482	0.260158478605388	0.267507752716239	0.236381597516229	0.164942561178695	0.230902143733846	0.23569373890691	0.296019098006323	0.300353625613141	0.28627566352155	0.2101898992902	0.207987711213518	0.286614735089493	0.133501055023535	0.135913353586052	0.150495873500243	0.209925841414718	0.134291999966284	0.17348641347529	0.141630696787937	0.174031528953994	0.228675136116152	0.262298585288712	0.237825643695365	0.173032904148784	0.216735682475193
cg23394673	0.417009213323884	0.398026232336302	0.32099743772618	0.370806593683151	0.239055716353111	0.315109706436516	0.418991065591632	0.426696940726577	0.366630814735144	0.343607234495275	0.2910530348174	0.299076354679803	0.331751591157308	0.31341614175546	0.369961552771921	0.342952864298272	0.38063829787234	0.37398915105328	0.334558084794902	0.407239946873146	0.373635773700667	0.399531008104908	0.109916367980884	0.143126354470932	0.182148954630692	0.303843756492832	0.205011772620249	0.178851332341948	0.267697269643552	0.106646372399797	0.206413667553564	0.156242978054078	0.12266156462585	0.136635541289758	0.120453357984004	0.146293706293706	0.187189833495663	0.104131029763941	0.205822857968502	0.092429650535403	0.12151562153778	0.125046157977777	0.114305943437045	0.190245137335977	0.101563746609223	0.218199639548487	0.0820792286732341	0.15591492353665	0.109134269599122	0.0908104375277463	0.126928020565553	0.105573483128162	0.126625142122695	0.158742930165416	0.160168443988184	0.145956374517679	0.177819604735252	0.157656208098686	0.184646821158222	0.204153750774954	0.14720247786205	0.210876694894513
cg24503056	0.106515670736651	0.0629816803537587	0.0849575212393803	0.0818802856144667	0.0921188193565131	0.0596995926680244	0.0467070549149892	0.104773548798639	0.12607317738437	0.0446245733788396	0.0878131156768928	0.0843334414531301	0.0661409607353662	0.103635325466311	0.0760452884015334	0.0723496255115435	0.128239016933127	0.0667083522488801	0.0683211152505708	0.0839438339438339	0.107153992265118	0.0739236816075798	0.1489760093622	0.132845030853359	0.115518796361679	0.139959385974078	0.17982245393172	0.110272888143802	0.133815832542577	0.104434042981529	0.120211181805875	0.111766106942956	0.103554109631085	0.1852294047416	0.198817604554412	0.146649072203473	0.315608329031148	0.17935350843493	0.159535678848522	0.184864205065609	0.206255468066492	0.176741508347726	0.146345556767643	0.219594027847677	0.113419117647059	0.149443120740289	0.173879989139289	0.18329039381671	0.180714767363452	0.348172169811321	0.375541348731697	0.291451315867641	0.248975152681335	0.266749558374211	0.267857631397696	0.302460316326385	0.345142462020296	0.180483848987643	0.192487724502408	0.19872630723586	0.208455802053106	0.257083719934337
cg26267852	0.751367943413853	0.782076851482516	0.756192057561921	0.794702495201535	0.808708452777563	0.813691111449916	0.818752872682703	0.817065868263473	0.803347280334728	0.809847066167291	0.809081822076253	0.805796235434718	0.750682867099934	0.79752417794971	0.736229344016024	0.779250217959895	0.79879609769598	0.776627813504823	0.810157943635801	0.783537906137184	0.786442248301421	0.763870685889035	0.71333982473223	0.757983309193737	0.766967035473936	0.735419906687403	0.773749162919736	0.775015015015015	0.746728971962617	0.783147829984313	0.784806201550388	0.771175726927939	0.620911469690362	0.670769230769231	0.606644283442304	0.680927252167358	0.640206903411917	0.643636943182724	0.658003268228153	0.64448321701562	0.506346551215192	0.601526301444535	0.668776747503566	0.614580492682483	0.614735347479688	0.60996354799514	0.637098973007362	0.594857810673939	0.609154208478394	0.447204968944099	0.477668997668998	0.496132026817947	0.597398121823038	0.517630350983972	0.532006645222862	0.554858372176407	0.607815037737652	0.717408049297131	0.63115742335515	0.640328642601171	0.624565929159639	0.700485535100142
cg27232866	0.0535428571428571	0.0509290459227881	0.0540688148552703	0.0211755920631534	0.0301945044766903	0.0760739346226254	0.0299670924201015	0.0824920418371987	0.0343057288168122	0.04196396178498	0.0547139950260005	0.0506254771832971	0.0590519404902925	0.0660974618110007	0.0260673406299607	0.0673796166432913	0.0489455589457296	0.0516715062169608	0.0584333717042153	0.0417744353758036	0.0453356086461889	0.0746465990591172	0.0519404717651739	0.0501053649773724	0.0351373493638445	0.0528177634458592	0.0722632565318047	0.0849750073507792	0.0749319860085503	0.055816495990826	0.0653498527470295	0.0441007359705612	0.0635330034740499	0.112893369996945	0.0391703770501043	0.0517194248537532	0.121100282245344	0.0640608633331496	0.0686269620171995	0.0755799325718311	0.091499265066144	0.046984355701935	0.064573614969338	0.111705152997384	0.0426497942206014	0.0493333228530481	0.0634080550646451	0.0975800626053455	0.0876919378139567	0.338140258496888	0.360472718129243	0.199710564399421	0.0876629729459918	0.20328564238982	0.169622915627643	0.207534930139721	0.153252480705623	0.0660089240421148	0.13644128113879	0.0866911555998931	0.0985589779037642	0.112671209305527
cg00240195	0.163249071946261	0.177848591852554	0.167289289186838	0.164736268614553	0.147355289421158	0.210982658959538	0.152194543297746	0.220284237726098	0.21240725776831	0.144540727902946	0.158004883153122	0.19239237363564	0.197228612115237	0.168883476957662	0.140371414888522	0.198832906347851	0.214075114075114	0.133606664063517	0.213530922409801	0.175627984222545	0.179042576660049	0.223523653019125	0.33105510465613	0.278221370524149	0.248593255077324	0.322090406467924	0.284496537027171	0.326763615150631	0.460510055049994	0.238147976135186	0.324026726665303	0.243659750030336	0.414294644717649	0.452750705080147	0.479084122283855	0.311393223902321	0.43104528369429	0.383549858040093	0.314706579259142	0.408812205903322	0.347680080595511	0.389634172309527	0.288830578836062	0.38599064457306	0.331483311791987	0.332467434681123	0.384949286573835	0.311756505576208	0.430977650595863	0.652979881057826	0.712057142857143	0.608026062490745	0.602936654366544	0.670130985613056	0.572024986659133	0.634719477618352	0.672905917224723	0.476315190161694	0.495545365214543	0.45436237957873	0.504360648830841	0.536415153741211
cg02187231	0.128170754146624	0.139782949027516	0.0763337116912599	0.105886159570739	0.0812771689218147	0.0805223940389392	0.173425488398336	0.12204762132899	0.131581530006379	0.0984506241006592	0.131780706821404	0.123349399652055	0.154039895224662	0.160768575945519	0.14218009478673	0.108566086245179	0.141843461584562	0.133338656233782	0.144282002152287	0.141929815998829	0.144800553377911	0.131011940497632	0.186903100456996	0.169345488439766	0.168598764284091	0.190901867302344	0.18307983271623	0.146256583897667	0.2196213297833	0.183938975594918	0.157543092742536	0.161028379531504	0.230954676952748	0.285254521553873	0.254908961085327	0.24648016090693	0.332777082464191	0.265066259991586	0.24695343192453	0.271746512721383	0.223501785312188	0.220849981837995	0.232647163210465	0.291679063770703	0.230583362098723	0.195340195095714	0.252419183952158	0.206251291284201	0.317848154362416	0.458145363408521	0.444217767761831	0.386344397415906	0.351896286833883	0.391041235859384	0.354255938210866	0.391460091420534	0.382265908447624	0.265083475673591	0.31924882629108	0.283757310362709	0.242944590189999	0.314749977556334
